Year,District,Crime Category,Number of Cases,"Crime Rate per 100,000",Crime Severity,Crime Time,Crime Location,Weather Condition,Unemployment Rate (%),Poverty Level (%),Festival/Event,Population Density (per km²),Literacy Rate (%),Crime Hotspot,Repeat Offenses
2020,Madurai,Robbery,622,20.73,Medium,Morning,Industrial Zone,Rainy,9.9,17.63,Temple Festival,1329,72.13,No,1
2021,Virudhunagar,Drug Offenses,949,9.99,High,Afternoon,Residential Area,Sunny,7.65,23.9,Christmas,613,93.09,No,1
2020,Virudhunagar,Assault,1186,23.72,High,Night,Rural Area,Sunny,11.38,20.27,Christmas,13490,94.27,No,1
2020,Dindigul,Murder,409,11.36,Medium,Afternoon,Urban Area,Sunny,4.48,29.32,No Event,8391,83.78,No,1
2021,Thoothukudi,Robbery,79,1.34,Low,Evening,Urban Area,Cloudy,3.36,34.39,Temple Festival,5161,85.95,No,1
2020,Karur,Kidnapping,154,5.13,Low,Morning,Urban Area,Sunny,11.7,21.38,Pongal,5543,78.31,No,1
2019,Cuddalore,Kidnapping,1145,13.47,High,Night,Commercial Area,Foggy,10.63,19.35,Pongal,9859,65.2,Yes,2
2021,Namakkal,Domestic Violence,210,3.13,Low,Morning,Rural Area,Sunny,3.36,29.75,Diwali,12061,78.25,No,1
2021,Dindigul,Fraud,325,10.16,Low,Afternoon,Rural Area,Sunny,7.99,17.13,No Event,1626,66.74,No,1
2020,Karur,Cyber Crime,351,15.26,Low,Night,Commercial Area,Foggy,9.64,29.12,Pongal,2944,94.67,No,1
2019,Ariyalur,Cyber Crime,572,6.81,Medium,Night,Industrial Zone,Rainy,5.57,10.7,Independence Day,8622,67.82,No,1
2020,Nagapattinam,Assault,877,73.08,High,Evening,Rural Area,Cloudy,11.62,20.86,Christmas,11506,69.46,No,1
2020,Salem,Murder,871,12.62,High,Afternoon,Highway,Stormy,4.92,17.55,Pongal,4674,67.78,No,1
2019,Thanjavur,Cyber Crime,653,7.77,Medium,Morning,Highway,Cloudy,5.73,26.82,Diwali,14869,74.88,No,1
2020,Tiruvarur,Burglary,331,9.19,Low,Morning,Rural Area,Sunny,11.11,13.33,Christmas,1602,85.68,No,1
2020,Karur,Fraud,575,7.67,Medium,Afternoon,Rural Area,Stormy,7.27,15.02,Diwali,2153,93.44,No,1
2019,Nagapattinam,Burglary,501,13.54,Medium,Evening,Commercial Area,Cloudy,4.66,33.18,Independence Day,7341,90.8,No,1
2019,Dindigul,Cyber Crime,649,8.65,Medium,Morning,Commercial Area,Stormy,11.21,14.68,Pongal,1536,77.08,No,1
2021,Tirunelveli,Assault,190,14.62,Low,Afternoon,Urban Area,Rainy,3.13,27.38,Temple Festival,940,93.44,No,1
2021,Tirunelveli,Drug Offenses,808,12.62,High,Afternoon,Urban Area,Stormy,10.21,15.96,Independence Day,10722,74.79,No,1
2020,Villupuram,Fraud,371,6.62,Low,Night,Highway,Cloudy,11.88,13.16,Christmas,12442,78.18,No,1
2021,Chennai,Fraud,1012,16.32,High,Morning,Residential Area,Foggy,3.98,16.5,No Event,8381,88.99,No,1
2020,Ariyalur,Kidnapping,457,10.88,Medium,Night,Rural Area,Foggy,3.73,31.11,Diwali,9169,81.97,No,1
2021,Erode,Cyber Crime,642,16.46,Medium,Afternoon,Rural Area,Sunny,10.13,32.79,No Event,3850,88.16,No,1
2021,Tirunelveli,Assault,325,4.17,Low,Night,Urban Area,Foggy,3.12,14.78,Independence Day,11175,90.94,No,1
2021,Nilgiris,Burglary,647,7.52,Medium,Afternoon,Highway,Rainy,3.4,10.7,Independence Day,14305,66.96,No,1
2020,Coimbatore,Theft,506,36.14,Medium,Evening,Residential Area,Rainy,9.96,18.95,Diwali,9733,83.25,No,1
2021,Nagapattinam,Domestic Violence,705,50.36,Medium,Morning,Industrial Zone,Stormy,3.3,17.67,Diwali,12829,70.79,No,1
2021,Tiruvarur,Assault,458,9.96,Medium,Morning,Commercial Area,Sunny,11.09,15.23,Temple Festival,12046,71.31,No,1
2021,Theni,Fraud,600,10.53,Medium,Night,Urban Area,Rainy,5.26,20.25,Christmas,9560,88.97,No,1
2021,Chennai,Fraud,1154,54.95,High,Evening,Commercial Area,Cloudy,3.24,23.59,Christmas,2086,72.44,Yes,2
2019,Nilgiris,Assault,161,2.4,Low,Morning,Rural Area,Stormy,7.73,25.76,No Event,11469,73.05,No,1
2020,Theni,Robbery,1192,15.28,High,Evening,Residential Area,Sunny,10.97,33.17,No Event,11508,93.82,No,1
2020,Nilgiris,Domestic Violence,780,52,Medium,Evening,Residential Area,Stormy,9.54,27.33,Temple Festival,14420,93.21,No,1
2019,Ariyalur,Murder,105,2.39,Low,Night,Residential Area,Cloudy,6.17,17.73,Diwali,3732,65.97,No,1
2020,Cuddalore,Kidnapping,464,24.42,Medium,Night,Urban Area,Sunny,3.94,22.19,No Event,11082,68.18,No,1
2019,Coimbatore,Assault,860,66.15,High,Afternoon,Highway,Rainy,4.43,18.58,Temple Festival,3667,73.68,No,1
2020,Salem,Fraud,891,11.28,High,Morning,Industrial Zone,Rainy,8.14,34.39,Pongal,7740,77.08,No,1
2021,Erode,Kidnapping,211,2.2,Low,Morning,Industrial Zone,Cloudy,4.99,29.59,Christmas,8407,80.34,No,1
2019,Dharmapuri,Robbery,204,2.96,Low,Morning,Urban Area,Rainy,4.48,28.46,Diwali,5747,89.23,No,1
2019,Nagapattinam,Murder,372,13.29,Low,Morning,Highway,Sunny,4.42,27.14,Pongal,7061,94.86,No,1
2020,Pudukkottai,Murder,962,26,High,Morning,Urban Area,Foggy,5.29,34.56,Christmas,8893,79.23,No,1
2019,Karur,Burglary,491,5.4,Medium,Night,Commercial Area,Sunny,6.13,30.23,No Event,9813,92.8,No,1
2021,Krishnagiri,Fraud,984,17.89,High,Evening,Highway,Rainy,3.43,10.07,Christmas,8609,94.32,No,1
2021,Thanjavur,Murder,138,2.23,Low,Morning,Urban Area,Rainy,7.34,19.44,Independence Day,4362,75.96,No,1
2021,Sivagangai,Theft,322,3.7,Low,Night,Residential Area,Cloudy,5.87,13.44,Christmas,1378,70.13,No,1
2019,Tiruvarur,Kidnapping,978,23.29,High,Afternoon,Commercial Area,Foggy,8.09,30.16,Temple Festival,8833,93.48,No,1
2020,Perambalur,Murder,1108,11.91,High,Afternoon,Industrial Zone,Stormy,7.88,19.46,Temple Festival,1875,93.85,No,1
2021,Perambalur,Domestic Violence,906,25.17,High,Afternoon,Urban Area,Sunny,4.71,32.87,Temple Festival,3992,68.98,No,1
2019,Pudukkottai,Drug Offenses,556,24.17,Medium,Morning,Urban Area,Stormy,6.23,21.85,Diwali,14493,65.11,No,1
2021,Tiruvarur,Theft,1103,34.47,High,Night,Urban Area,Foggy,11.7,11.36,Pongal,13778,78.34,Yes,3
2020,Vellore,Burglary,981,81.75,High,Morning,Commercial Area,Stormy,10.93,10.16,No Event,9484,73.44,No,1
2019,Krishnagiri,Theft,649,14.11,Medium,Morning,Highway,Sunny,7.79,18.58,Pongal,7585,82.34,No,1
2021,Madurai,Burglary,838,10.74,High,Evening,Highway,Stormy,8.96,16.04,Diwali,1645,88.7,No,1
2020,Thanjavur,Robbery,108,1.64,Low,Morning,Residential Area,Foggy,4.85,27.83,Independence Day,4898,67.07,No,1
2020,Dharmapuri,Cyber Crime,115,1.28,Low,Evening,Highway,Stormy,7.02,22.05,Christmas,11855,93.89,No,1
2020,Coimbatore,Burglary,866,12.74,High,Night,Highway,Foggy,7.36,21.28,Temple Festival,10484,94.92,No,1
2021,Tirunelveli,Burglary,428,7.25,Medium,Afternoon,Highway,Stormy,5.27,17.41,Diwali,7980,75.83,No,1
2021,Tiruvannamalai,Theft,1163,68.41,High,Afternoon,Highway,Sunny,10.81,16.85,Temple Festival,10663,83.98,No,1
2019,Tiruchirappalli,Kidnapping,144,2.03,Low,Evening,Urban Area,Stormy,9.65,25.77,Temple Festival,14919,87.23,No,1
2020,Nagapattinam,Domestic Violence,787,9.84,Medium,Evening,Commercial Area,Cloudy,7.41,13.35,Pongal,5180,82.63,No,1
2019,Salem,Drug Offenses,188,6.27,Low,Morning,Residential Area,Rainy,10.64,28.53,No Event,6409,91.9,No,1
2020,Krishnagiri,Murder,584,5.9,Medium,Evening,Commercial Area,Rainy,3.81,17.9,Independence Day,5952,86.62,No,1
2019,Theni,Burglary,271,3.71,Low,Night,Industrial Zone,Stormy,11.26,31.01,Temple Festival,8411,86.98,No,1
2019,Madurai,Theft,1092,45.5,High,Evening,Urban Area,Stormy,5.79,30.64,No Event,6878,87.31,Yes,3
2021,Karur,Drug Offenses,809,9.19,High,Night,Industrial Zone,Rainy,3.98,28.51,Christmas,5481,67.39,No,1
2021,Theni,Assault,1121,22.42,High,Night,Rural Area,Rainy,5.7,24.75,Christmas,6314,67.75,No,1
2019,Sivagangai,Fraud,570,10.75,Medium,Afternoon,Industrial Zone,Rainy,5.3,13.8,Independence Day,3261,84.81,No,1
2019,Thoothukudi,Burglary,356,9.13,Low,Afternoon,Urban Area,Rainy,7.95,25.33,Temple Festival,3171,66.08,No,1
2021,Cuddalore,Robbery,350,31.82,Low,Morning,Industrial Zone,Rainy,9.08,16.96,Christmas,12047,76.23,No,1
2020,Dharmapuri,Domestic Violence,112,1.27,Low,Afternoon,Industrial Zone,Stormy,10.34,23.05,Pongal,14531,88.45,No,1
2019,Virudhunagar,Cyber Crime,1171,106.45,High,Afternoon,Commercial Area,Rainy,7.84,27.64,Independence Day,736,73.62,No,1
2019,Thoothukudi,Burglary,939,23.48,High,Afternoon,Commercial Area,Rainy,9.72,31.87,Pongal,2841,92.79,No,1
2021,Thanjavur,Drug Offenses,182,18.2,Low,Evening,Residential Area,Foggy,7.42,25.15,No Event,9834,87.98,No,1
2020,Nagapattinam,Domestic Violence,780,18.57,Medium,Afternoon,Rural Area,Rainy,6.27,27.78,No Event,10419,79.2,No,1
2019,Madurai,Robbery,1094,11.4,High,Night,Rural Area,Sunny,10.97,14.31,No Event,1452,77.02,No,1
2019,Nagapattinam,Cyber Crime,974,69.57,High,Morning,Urban Area,Foggy,9.5,17.69,Temple Festival,4132,71.8,No,1
2020,Kanyakumari,Cyber Crime,693,14.14,Medium,Afternoon,Highway,Stormy,9.39,25.83,Temple Festival,12738,68.94,No,1
2019,Ramanathapuram,Theft,841,15.29,High,Morning,Industrial Zone,Rainy,6.71,19.3,Diwali,12277,74.36,No,1
2019,Krishnagiri,Murder,798,13.08,Medium,Evening,Urban Area,Stormy,10.75,15.29,No Event,13798,92.45,No,1
2021,Salem,Burglary,64,4.57,Low,Night,Commercial Area,Stormy,10.33,24.46,Temple Festival,12263,71.64,No,1
2020,Ariyalur,Fraud,157,1.69,Low,Morning,Commercial Area,Stormy,11.88,11.08,Pongal,9710,87.32,No,1
2019,Thoothukudi,Cyber Crime,681,9.87,Medium,Afternoon,Rural Area,Cloudy,11.53,34.58,Pongal,12364,82.28,No,1
2020,Sivagangai,Robbery,1164,17.37,High,Morning,Residential Area,Stormy,7.56,28.3,Christmas,13325,79.25,No,1
2019,Perambalur,Assault,915,13.46,High,Afternoon,Urban Area,Cloudy,5.27,23.45,Christmas,11495,65.66,No,1
2021,Kanyakumari,Murder,208,9.45,Low,Afternoon,Commercial Area,Sunny,4.2,26.37,Temple Festival,10395,75.91,No,1
2020,Chennai,Theft,706,7.28,Medium,Morning,Industrial Zone,Stormy,3.84,33.47,Diwali,2397,78,No,1
2021,Perambalur,Assault,503,8.38,Medium,Morning,Highway,Sunny,8.62,26.61,Christmas,2977,92.52,No,1
2020,Ariyalur,Drug Offenses,145,2.79,Low,Evening,Rural Area,Rainy,11.91,11.96,Temple Festival,4321,92.16,No,1
2020,Madurai,Theft,640,7.27,Medium,Afternoon,Residential Area,Sunny,7.14,29.58,Independence Day,14057,81.84,No,1
2020,Dindigul,Assault,307,8.77,Low,Evening,Residential Area,Foggy,4.78,11.8,Christmas,11870,87.98,No,1
2019,Tiruchirappalli,Drug Offenses,60,1.25,Low,Evening,Rural Area,Stormy,9.79,18.41,Pongal,11675,76.55,No,1
2021,Coimbatore,Kidnapping,626,8.13,Medium,Afternoon,Rural Area,Foggy,4.23,30.81,No Event,13126,67.16,No,1
2021,Pudukkottai,Burglary,1168,25.39,High,Afternoon,Industrial Zone,Foggy,7.89,12.34,No Event,8218,83.15,No,1
2020,Krishnagiri,Cyber Crime,72,1.44,Low,Evening,Residential Area,Foggy,9.21,10.14,Diwali,2345,81.09,No,1
2020,Chennai,Cyber Crime,578,9.32,Medium,Morning,Commercial Area,Rainy,9.3,14.34,Diwali,13705,88.74,No,1
2019,Salem,Robbery,158,2.47,Low,Morning,Highway,Foggy,10.13,19.27,Pongal,12529,82.81,No,1
2020,Tirunelveli,Burglary,371,6.51,Low,Night,Residential Area,Rainy,4.09,15.86,Christmas,8857,84.39,No,1
2020,Coimbatore,Kidnapping,1064,56,High,Night,Residential Area,Foggy,5.12,13.92,Independence Day,13191,90.4,No,1
2021,Dindigul,Fraud,1013,16.88,High,Afternoon,Urban Area,Rainy,8.09,33.62,Temple Festival,10506,68.92,No,1
2019,Madurai,Kidnapping,92,1.56,Low,Morning,Industrial Zone,Cloudy,10.74,31.83,Temple Festival,3550,94.04,No,1
2021,Virudhunagar,Burglary,843,15.05,High,Night,Residential Area,Stormy,5.91,25.62,Independence Day,11753,92.09,No,1
2020,Namakkal,Robbery,452,7.93,Medium,Morning,Highway,Rainy,10.83,34.36,Pongal,8580,66.52,No,1
2019,Tirunelveli,Domestic Violence,509,8.93,Medium,Evening,Industrial Zone,Stormy,7.41,23.25,Temple Festival,11208,84.19,No,1
2020,Dharmapuri,Domestic Violence,742,23.19,Medium,Morning,Industrial Zone,Foggy,6.92,13.74,Diwali,5849,82.43,No,1
2021,Erode,Kidnapping,701,11.49,Medium,Evening,Rural Area,Cloudy,11.1,11.88,Temple Festival,7599,82.8,No,1
2021,Virudhunagar,Murder,981,11.96,High,Night,Highway,Foggy,8.57,30.46,Independence Day,6755,85.81,No,1
2021,Nagapattinam,Murder,237,4.31,Low,Morning,Rural Area,Cloudy,3.86,32.92,Independence Day,13463,75.97,No,1
2019,Namakkal,Murder,105,1.12,Low,Morning,Rural Area,Cloudy,8.47,25.75,Pongal,5650,84.26,No,1
2019,Dindigul,Assault,261,6.37,Low,Afternoon,Residential Area,Rainy,7.17,29.71,Christmas,9110,84.84,No,1
2020,Erode,Assault,142,2.84,Low,Night,Industrial Zone,Cloudy,6.78,12.3,Pongal,14980,89.98,No,1
2021,Thanjavur,Domestic Violence,1102,19,High,Evening,Industrial Zone,Stormy,8.57,32.3,Christmas,14525,87.94,No,1
2020,Tiruchirappalli,Drug Offenses,254,13.37,Low,Evening,Residential Area,Sunny,8.04,11.47,Pongal,8033,84.93,No,1
2021,Villupuram,Robbery,946,12.96,High,Evening,Urban Area,Stormy,6.93,18.86,Independence Day,13904,76.63,Yes,3
2020,Thanjavur,Assault,329,6.09,Low,Evening,Urban Area,Rainy,3.46,24.11,Diwali,4139,71.5,No,1
2020,Karur,Drug Offenses,711,7.73,Medium,Evening,Industrial Zone,Stormy,7.1,26.66,Pongal,10125,72.92,No,1
2021,Thoothukudi,Robbery,232,3.31,Low,Afternoon,Residential Area,Rainy,10.05,13.48,Pongal,7641,89.41,No,1
2021,Sivagangai,Theft,505,45.91,Medium,Morning,Urban Area,Foggy,8.23,27.43,Pongal,10367,87.43,No,1
2021,Villupuram,Fraud,930,14.31,High,Night,Residential Area,Stormy,9.17,25.29,No Event,11163,87.27,No,1
2019,Kanyakumari,Kidnapping,403,8.76,Medium,Afternoon,Commercial Area,Cloudy,5.75,13.37,Diwali,8361,81.85,No,1
2020,Madurai,Domestic Violence,139,2.04,Low,Afternoon,Rural Area,Cloudy,3.74,34.05,Diwali,517,68.39,No,1
2019,Perambalur,Murder,983,11.17,High,Morning,Urban Area,Stormy,6.87,22.84,Temple Festival,2076,66.36,No,1
2020,Karur,Theft,629,7.58,Medium,Evening,Rural Area,Stormy,8.08,24.06,Diwali,14660,74.04,No,1
2019,Ariyalur,Kidnapping,568,5.86,Medium,Morning,Industrial Zone,Cloudy,5.85,28.83,Christmas,2527,88.82,No,1
2021,Ariyalur,Burglary,219,4.29,Low,Morning,Rural Area,Stormy,11.68,21.68,Christmas,9611,71.11,No,1
2020,Vellore,Domestic Violence,251,3.22,Low,Night,Residential Area,Sunny,9.75,20.93,Temple Festival,11662,75.3,No,1
2019,Cuddalore,Cyber Crime,687,20.82,Medium,Afternoon,Rural Area,Stormy,9.91,13.92,Christmas,1654,94.18,No,1
2021,Tiruvannamalai,Kidnapping,1106,13.33,High,Morning,Residential Area,Rainy,11.47,33.62,Christmas,6941,75.87,No,1
2021,Theni,Cyber Crime,832,26.84,High,Morning,Highway,Cloudy,10.06,16.77,Diwali,9708,89.73,No,1
2019,Tiruvarur,Kidnapping,606,24.24,Medium,Night,Commercial Area,Cloudy,5.06,25.96,Pongal,7447,66.44,No,1
2019,Dindigul,Robbery,700,9.59,Medium,Evening,Highway,Stormy,11.92,32.82,Pongal,13370,85.43,No,1
2019,Tiruvannamalai,Drug Offenses,79,3.95,Low,Afternoon,Rural Area,Foggy,10.76,26.67,Temple Festival,1044,75.18,No,1
2021,Villupuram,Fraud,1026,22.8,High,Evening,Commercial Area,Foggy,4.95,31.92,Independence Day,14363,80.81,Yes,1
2020,Salem,Domestic Violence,1019,78.38,High,Evening,Commercial Area,Stormy,3.24,30.22,Diwali,4372,93.36,Yes,4
2019,Theni,Murder,727,14.54,Medium,Evening,Industrial Zone,Stormy,8.8,17.28,Christmas,9137,65.21,No,1
2021,Villupuram,Fraud,443,7.64,Medium,Night,Industrial Zone,Cloudy,7.05,13.01,Christmas,12169,82.22,No,1
2021,Thoothukudi,Murder,897,20.86,High,Afternoon,Residential Area,Foggy,8.23,17.48,Temple Festival,12592,91.24,No,1
2021,Dindigul,Theft,268,10.72,Low,Evening,Highway,Cloudy,11.96,26.79,Pongal,13111,84.75,No,1
2020,Thanjavur,Domestic Violence,458,28.62,Medium,Afternoon,Urban Area,Cloudy,9.89,11.51,Independence Day,2855,87.46,No,1
2021,Virudhunagar,Assault,816,8.41,High,Evening,Rural Area,Rainy,6.32,30.48,Pongal,10827,68.6,No,1
2021,Cuddalore,Drug Offenses,1028,12.09,High,Afternoon,Highway,Sunny,11.92,24.39,Christmas,14044,67.19,No,1
2019,Tiruvannamalai,Robbery,218,7.52,Low,Afternoon,Urban Area,Foggy,9.16,12.66,Pongal,5931,77.48,No,1
2020,Perambalur,Fraud,275,7.24,Low,Afternoon,Highway,Stormy,6.85,20.86,No Event,12141,78.77,No,1
2019,Ramanathapuram,Fraud,627,10.81,Medium,Night,Residential Area,Foggy,10.83,21.64,Temple Festival,5176,65.45,No,1
2020,Ariyalur,Drug Offenses,131,9.36,Low,Morning,Urban Area,Rainy,7.44,11.46,Christmas,6505,86.7,No,1
2020,Krishnagiri,Kidnapping,704,8.91,Medium,Night,Urban Area,Rainy,5.03,31.53,No Event,6875,72.09,No,1
2019,Vellore,Robbery,945,39.38,High,Evening,Rural Area,Foggy,5.88,12.06,Independence Day,7148,79.6,No,1
2021,Ramanathapuram,Drug Offenses,783,71.18,Medium,Morning,Highway,Rainy,10.59,29.93,Pongal,10074,66.76,No,1
2020,Erode,Murder,865,15.18,High,Morning,Urban Area,Cloudy,6.27,18.97,Independence Day,6654,66.29,No,1
2021,Cuddalore,Theft,689,6.89,Medium,Morning,Residential Area,Sunny,11.52,16.49,Temple Festival,13804,88.59,No,1
2020,Erode,Robbery,733,10.32,Medium,Morning,Commercial Area,Cloudy,11.41,13.51,Pongal,9868,76.07,No,1
2021,Thanjavur,Murder,94,1.47,Low,Night,Residential Area,Rainy,3.73,33.17,Diwali,12030,86.86,No,1
2020,Cuddalore,Drug Offenses,347,3.81,Low,Afternoon,Urban Area,Sunny,6.42,10.8,Temple Festival,6309,73.84,No,1
2019,Thanjavur,Robbery,371,13.25,Low,Afternoon,Residential Area,Cloudy,4.49,17.49,Temple Festival,9515,72.05,No,1
2020,Kanyakumari,Murder,1000,23.81,High,Night,Urban Area,Foggy,9.96,15.73,Independence Day,930,90.68,Yes,2
2021,Cuddalore,Cyber Crime,1132,12.17,High,Afternoon,Rural Area,Cloudy,10.06,32.55,Diwali,7958,88.31,No,1
2020,Madurai,Kidnapping,379,9.97,Low,Afternoon,Residential Area,Sunny,11.77,10.52,Independence Day,4845,90.63,No,1
2020,Tirunelveli,Burglary,396,33,Low,Morning,Industrial Zone,Foggy,9.57,12.92,Diwali,1434,72.46,No,1
2020,Vellore,Theft,476,5.6,Medium,Morning,Industrial Zone,Stormy,7.03,34.07,Christmas,9715,74.79,No,1
2019,Nilgiris,Burglary,358,9.18,Low,Night,Commercial Area,Cloudy,10.86,33.42,Pongal,10239,71.16,No,1
2021,Ariyalur,Robbery,1040,54.74,High,Evening,Commercial Area,Stormy,8.84,12.15,Pongal,12699,78.37,Yes,4
2019,Ariyalur,Robbery,1083,15.04,High,Afternoon,Highway,Cloudy,10.98,14.46,Temple Festival,7554,91.94,No,1
2020,Ariyalur,Domestic Violence,209,2.49,Low,Morning,Rural Area,Cloudy,11.27,19.66,Christmas,14034,93.64,No,1
2021,Dindigul,Murder,1124,18.13,High,Afternoon,Rural Area,Stormy,7.23,10.7,No Event,3088,82.81,No,1
2019,Namakkal,Cyber Crime,97,2.16,Low,Morning,Rural Area,Cloudy,9.77,17.96,Christmas,14265,82.57,No,1
2019,Dindigul,Burglary,152,2.2,Low,Morning,Commercial Area,Rainy,8.22,24.82,Independence Day,13884,81.11,No,1
2020,Karur,Assault,873,34.92,High,Night,Rural Area,Rainy,4.13,23.01,Temple Festival,14606,72.85,No,1
2020,Thanjavur,Kidnapping,1066,106.6,High,Morning,Industrial Zone,Rainy,8.17,22.39,Independence Day,10308,81.16,No,1
2021,Sivagangai,Fraud,59,3.93,Low,Morning,Industrial Zone,Cloudy,9.17,21.1,Diwali,14364,83.73,No,1
2020,Tiruvannamalai,Theft,1128,17.9,High,Morning,Commercial Area,Cloudy,5.09,16.13,Independence Day,13932,70.64,No,1
2019,Pudukkottai,Domestic Violence,659,11.98,Medium,Evening,Highway,Rainy,6.4,25.56,No Event,3597,79.77,No,1
2020,Dharmapuri,Theft,629,9.25,Medium,Morning,Industrial Zone,Foggy,4.59,28.55,Independence Day,3956,86.28,No,1
2021,Ramanathapuram,Burglary,181,3.55,Low,Evening,Industrial Zone,Cloudy,5.11,13.14,No Event,2699,93.32,No,1
2020,Ariyalur,Burglary,1000,12.35,High,Evening,Commercial Area,Sunny,7.33,15.68,Christmas,6121,86.28,Yes,2
2021,Perambalur,Murder,1098,61,High,Afternoon,Commercial Area,Cloudy,11.71,31.47,Independence Day,8861,94.1,No,1
2020,Cuddalore,Cyber Crime,97,1.73,Low,Night,Industrial Zone,Sunny,3.58,25.78,Independence Day,8579,67.8,No,1
2021,Krishnagiri,Domestic Violence,723,8.31,Medium,Morning,Urban Area,Foggy,8.26,27.91,Independence Day,10273,69.1,No,1
2021,Karur,Murder,898,15.48,High,Night,Residential Area,Sunny,8.46,28.26,Pongal,8510,75.89,No,1
2021,Krishnagiri,Assault,606,10.27,Medium,Evening,Urban Area,Sunny,6.66,16.6,No Event,3715,75.07,No,1
2021,Erode,Fraud,901,69.31,High,Evening,Rural Area,Foggy,11.88,24.39,Diwali,5820,88.38,No,1
2019,Dharmapuri,Burglary,224,3.61,Low,Afternoon,Rural Area,Rainy,11.65,33.51,Diwali,11106,69.4,No,1
2021,Pudukkottai,Theft,884,9.4,High,Morning,Urban Area,Rainy,9.59,25.99,Independence Day,967,77,No,1
2020,Krishnagiri,Assault,130,2.65,Low,Evening,Rural Area,Stormy,9.9,30.96,Christmas,4967,66.49,No,1
2020,Madurai,Assault,140,2.09,Low,Morning,Highway,Cloudy,10.41,29.38,Pongal,9718,79.99,No,1
2019,Namakkal,Burglary,1157,20.3,High,Morning,Residential Area,Rainy,10.83,25.68,Independence Day,2393,91.52,No,1
2019,Krishnagiri,Cyber Crime,854,12.2,High,Evening,Urban Area,Foggy,8.91,21.02,No Event,1694,90.02,Yes,4
2020,Madurai,Drug Offenses,1175,55.95,High,Night,Rural Area,Foggy,3.71,28.27,Pongal,4148,78.42,No,1
2021,Tiruvarur,Drug Offenses,727,60.58,Medium,Night,Urban Area,Foggy,6.01,23.43,Pongal,985,79.5,No,1
2019,Sivagangai,Murder,137,5.27,Low,Afternoon,Commercial Area,Rainy,9.29,10.31,Christmas,1609,66.75,No,1
2019,Coimbatore,Theft,755,12.8,Medium,Afternoon,Urban Area,Sunny,11.54,11.82,Diwali,1018,82.49,No,1
2020,Perambalur,Kidnapping,130,2,Low,Night,Residential Area,Stormy,3.77,34.17,No Event,6640,89.13,No,1
2020,Tirunelveli,Murder,1175,32.64,High,Night,Residential Area,Stormy,5.91,22.33,Pongal,8881,83.41,No,1
2021,Theni,Cyber Crime,148,2.55,Low,Morning,Rural Area,Stormy,7.3,18.38,Temple Festival,8118,89.23,No,1
2021,Tiruvannamalai,Burglary,476,5.06,Medium,Evening,Urban Area,Cloudy,6.28,29.95,Diwali,6786,74.68,No,1
2020,Madurai,Kidnapping,57,0.71,Low,Afternoon,Highway,Rainy,6.03,11.62,No Event,10513,84.69,No,1
2021,Madurai,Cyber Crime,96,1.78,Low,Morning,Rural Area,Stormy,8.74,27.89,Independence Day,5611,92.43,No,1
2019,Nagapattinam,Assault,619,9.38,Medium,Evening,Commercial Area,Stormy,9.99,32.32,Independence Day,7398,66.94,No,1
2021,Dindigul,Fraud,838,16.76,High,Night,Rural Area,Foggy,4.31,20.78,Diwali,8982,91.04,No,1
2021,Sivagangai,Drug Offenses,925,66.07,High,Night,Industrial Zone,Foggy,3.73,12.43,Pongal,13112,81.72,No,1
2021,Sivagangai,Cyber Crime,63,1.7,Low,Afternoon,Highway,Sunny,7.69,31.16,Temple Festival,2305,91.73,No,1
2020,Villupuram,Cyber Crime,607,46.69,Medium,Afternoon,Commercial Area,Foggy,5.92,26.64,No Event,12342,77.79,No,1
2021,Karur,Burglary,991,17.09,High,Afternoon,Residential Area,Foggy,4.43,28.37,No Event,12481,89.71,No,1
2020,Dharmapuri,Robbery,1130,33.24,High,Afternoon,Residential Area,Stormy,10.11,34.8,Independence Day,6452,89.78,No,1
2021,Pudukkottai,Murder,961,14.78,High,Night,Commercial Area,Stormy,11.9,24.57,Temple Festival,14980,83.84,Yes,2
2020,Kanyakumari,Assault,198,7.33,Low,Afternoon,Industrial Zone,Stormy,3.59,22.94,Diwali,6204,75.61,No,1
2019,Tirunelveli,Fraud,332,8.74,Low,Morning,Industrial Zone,Sunny,3.51,30.6,Independence Day,1249,87.6,No,1
2019,Dindigul,Fraud,700,7.45,Medium,Afternoon,Industrial Zone,Stormy,5.31,19.67,Pongal,1467,89.99,No,1
2019,Madurai,Kidnapping,964,80.33,High,Morning,Residential Area,Rainy,10.95,21.26,Christmas,5228,73.09,No,1
